Iso3,StartDate,EndDate,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Months Code,Months,Value
MYS,01/02/2013,28/02/2013,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2013,2013,7002,February,14000
MYS,01/03/2013,31/03/2013,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2013,2013,7003,March,14000
MYS,01/04/2013,30/04/2013,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2013,2013,7004,April,14000
MYS,01/05/2013,31/05/2013,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2013,2013,7005,May,14000
MYS,01/06/2013,30/06/2013,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2013,2013,7006,June,14000
MYS,01/07/2013,31/07/2013,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2013,2013,7007,July,14000
MYS,01/08/2013,31/08/2013,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2013,2013,7008,August,14000
MYS,01/09/2013,30/09/2013,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2013,2013,7009,September,14000
MYS,01/10/2013,31/10/2013,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2013,2013,7010,October,14000
MYS,01/11/2013,30/11/2013,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2013,2013,7011,November,14000
MYS,01/12/2013,31/12/2013,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2013,2013,7012,December,14000
MYS,01/01/2014,31/12/2014,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,19500
MYS,01/01/2014,31/01/2014,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2014,2014,7001,January,19500
MYS,01/02/2014,28/02/2014,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2014,2014,7002,February,19500
MYS,01/03/2014,31/03/2014,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2014,2014,7003,March,19500
MYS,01/04/2014,30/04/2014,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2014,2014,7004,April,19500
MYS,01/05/2014,31/05/2014,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2014,2014,7005,May,19500
MYS,01/06/2014,30/06/2014,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2014,2014,7006,June,19500
MYS,01/07/2014,31/07/2014,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2014,2014,7007,July,19500
MYS,01/08/2014,31/08/2014,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2014,2014,7008,August,19500
MYS,01/09/2014,30/09/2014,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2014,2014,7009,September,19500
MYS,01/10/2014,31/10/2014,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2014,2014,7010,October,19500
MYS,01/11/2014,30/11/2014,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2014,2014,7011,November,19500
MYS,01/12/2014,31/12/2014,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2014,2014,7012,December,19500
MYS,01/01/2015,31/01/2015,131,Malaysia,367,Asparagus,5530,Producer Price (LCU/tonne),2015,2015,7001,January,14500
MYS,01/01/2004,31/12/2004,131,Malaysia,367,Asparagus,5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,9130
MYS,01/01/2005,31/12/2005,131,Malaysia,367,Asparagus,5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,11080
MYS,01/01/2006,31/12/2006,131,Malaysia,367,Asparagus,5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,17780
MYS,01/01/2007,31/12/2007,131,Malaysia,367,Asparagus,5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,12600
MYS,01/01/2008,31/12/2008,131,Malaysia,367,Asparagus,5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,14650
MYS,01/01/2009,31/12/2009,131,Malaysia,367,Asparagus,5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,17750
MYS,01/01/2010,31/12/2010,131,Malaysia,367,Asparagus,5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,11750
MYS,01/01/2011,31/12/2011,131,Malaysia,367,Asparagus,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,13950
MYS,01/01/2012,31/12/2012,131,Malaysia,367,Asparagus,5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,14000
MYS,01/01/2013,31/12/2013,131,Malaysia,367,Asparagus,5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,14000
MYS,01/01/2014,31/12/2014,131,Malaysia,367,Asparagus,5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,19500
MYS,01/01/2004,31/12/2004,131,Malaysia,367,Asparagus,5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,2403
MYS,01/01/2005,31/12/2005,131,Malaysia,367,Asparagus,5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,2926
MYS,01/01/2006,31/12/2006,131,Malaysia,367,Asparagus,5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,4847
MYS,01/01/2007,31/12/2007,131,Malaysia,367,Asparagus,5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,3665
MYS,01/01/2008,31/12/2008,131,Malaysia,367,Asparagus,5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,4392
MYS,01/01/2009,31/12/2009,131,Malaysia,367,Asparagus,5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,5036
MYS,01/01/2010,31/12/2010,131,Malaysia,367,Asparagus,5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,3648
MYS,01/01/2011,31/12/2011,131,Malaysia,367,Asparagus,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,4559
MYS,01/01/2012,31/12/2012,131,Malaysia,367,Asparagus,5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,4533
MYS,01/01/2013,31/12/2013,131,Malaysia,367,Asparagus,5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,4443
MYS,01/01/2014,31/12/2014,131,Malaysia,367,Asparagus,5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,5958
MYS,01/01/1998,31/12/1998,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,58
MYS,01/01/1999,31/12/1999,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,52
MYS,01/01/2000,31/12/2000,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,47
MYS,01/01/2001,31/12/2001,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,51
MYS,01/01/2002,31/12/2002,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,70
MYS,01/01/2003,31/12/2003,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,60
MYS,01/01/2004,31/12/2004,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,52
MYS,01/01/2005,31/12/2005,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,63
MYS,01/01/2006,31/12/2006,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,101
MYS,01/01/2007,31/12/2007,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,71
MYS,01/01/2008,31/12/2008,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,83
MYS,01/01/2009,31/12/2009,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,101
MYS,01/01/2010,31/12/2010,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,67
MYS,01/01/2011,31/12/2011,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,79
MYS,01/01/2012,31/12/2012,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,79
MYS,01/01/2013,31/12/2013,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,79
MYS,01/01/2014,31/12/2014,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,111
MYS,01/01/2015,31/12/2015,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,91
MYS,01/01/2016,31/12/2016,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,98
MYS,01/01/2017,31/12/2017,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,99
MYS,01/01/2018,31/12/2018,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,98
MYS,01/01/2019,31/12/2019,131,Malaysia,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,94
MYS,01/01/1993,31/12/1993,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,412
MYS,01/01/1994,31/12/1994,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,438
MYS,01/01/1995,31/12/1995,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,405
MYS,01/01/1996,31/12/1996,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,478
MYS,01/01/1997,31/12/1997,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,495
MYS,01/01/1998,31/12/1998,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,572
MYS,01/01/1999,31/12/1999,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,605
MYS,01/01/2000,31/12/2000,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,622
MYS,01/01/2001,31/12/2001,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,600
MYS,01/01/2002,31/12/2002,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,615
MYS,01/01/2003,31/12/2003,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,605
MYS,01/01/2004,31/12/2004,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,755
MYS,01/01/2005,31/12/2005,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,820
MYS,01/01/2006,31/12/2006,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,846
MYS,01/01/2007,31/12/2007,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,790
MYS,01/01/2008,31/12/2008,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,750
MYS,01/01/2009,31/12/2009,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,1050
MYS,01/01/2010,31/12/2010,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,950
MYS,01/01/2010,31/01/2010,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2010,2010,7001,January,2050
MYS,01/02/2010,28/02/2010,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2010,2010,7002,February,2100
MYS,01/03/2010,31/03/2010,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2010,2010,7003,March,2150
MYS,01/04/2010,30/04/2010,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2010,2010,7004,April,2150
MYS,01/05/2010,31/05/2010,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2010,2010,7005,May,2100
MYS,01/06/2010,30/06/2010,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2010,2010,7006,June,2150
MYS,01/07/2010,31/07/2010,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2010,2010,7007,July,2250
MYS,01/08/2010,31/08/2010,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2010,2010,7008,August,2300
MYS,01/09/2010,30/09/2010,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2010,2010,7009,September,2250
MYS,01/10/2010,31/10/2010,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2010,2010,7010,October,2250
MYS,01/11/2010,30/11/2010,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2010,2010,7011,November,2250
MYS,01/12/2010,31/12/2010,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2010,2010,7012,December,2300
MYS,01/01/2011,31/12/2011,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,1150
MYS,01/01/2011,31/01/2011,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2011,2011,7001,January,1000
MYS,01/02/2011,28/02/2011,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2011,2011,7002,February,1100
MYS,01/03/2011,31/03/2011,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2011,2011,7003,March,1000
MYS,01/04/2011,30/04/2011,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2011,2011,7004,April,1100
MYS,01/05/2011,31/05/2011,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2011,2011,7005,May,1200
MYS,01/06/2011,30/06/2011,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2011,2011,7006,June,1100
MYS,01/07/2011,31/07/2011,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2011,2011,7007,July,1200
MYS,01/08/2011,31/08/2011,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2011,2011,7008,August,1200
MYS,01/09/2011,30/09/2011,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2011,2011,7009,September,1150
MYS,01/10/2011,31/10/2011,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2011,2011,7010,October,1150
MYS,01/11/2011,30/11/2011,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2011,2011,7011,November,1200
MYS,01/12/2011,31/12/2011,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2011,2011,7012,December,1200
MYS,01/01/2012,31/12/2012,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,1150
MYS,01/01/2012,31/01/2012,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2012,2012,7001,January,1350
MYS,01/02/2012,29/02/2012,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2012,2012,7002,February,1350
MYS,01/03/2012,31/03/2012,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2012,2012,7003,March,1400
MYS,01/04/2012,30/04/2012,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2012,2012,7004,April,1450
MYS,01/05/2012,31/05/2012,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2012,2012,7005,May,1350
MYS,01/06/2012,30/06/2012,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2012,2012,7006,June,1350
MYS,01/07/2012,31/07/2012,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2012,2012,7007,July,1400
MYS,01/08/2012,31/08/2012,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2012,2012,7008,August,1500
MYS,01/09/2012,30/09/2012,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2012,2012,7009,September,1500
MYS,01/10/2012,31/10/2012,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2012,2012,7010,October,1450
MYS,01/11/2012,30/11/2012,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2012,2012,7011,November,1550
MYS,01/12/2012,31/12/2012,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2012,2012,7012,December,1500
MYS,01/01/2013,31/12/2013,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,1100
MYS,01/01/2013,31/01/2013,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2013,2013,7001,January,1050
MYS,01/02/2013,28/02/2013,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2013,2013,7002,February,1050
MYS,01/03/2013,31/03/2013,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2013,2013,7003,March,1150
MYS,01/04/2013,30/04/2013,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2013,2013,7004,April,900
MYS,01/05/2013,31/05/2013,131,Malaysia,486,Bananas,5530,Producer Price (LCU/tonne),2013,2013,7005,May,1050
